_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
andrima01,12-Mar-86,"Kaunas, Lithuania",0,0,-,-,6,15.5,0,0.7,0,0,,44th overall,2nd round,Orlando Magic,2005,2-Jul,,Martynas Andriuskevicius,Center,Right,240lb
anieldo01,1-Nov-30,,0,0,,75,1,1.8,3,2,-0.1,,Missouri State University,26th overall,3rd round,New York Knicks,1954,7-Jun,,Don Anielak,Forward,Right,190lb
anigbik01,17-Oct-98,"San Diego, California",0.1,33.3,-,83.3,14,17,0.9,0.9,0,33.3,"University of California, Los Angeles",47th overall,2nd round,Indiana Pacers,2017,10-Jun,"Centennial in Corono, California",Ike Anigbogu,Center,Right,250lb
anslemi01,8-Feb-67,"Birmingham, Alabama",0.4,51.3,-,72.2,149,17,6.9,4.2,6.4,51.3,University of Alabama,37th overall,2nd round,Orlando Magic,1989,7-Jun,"Jackson-Olin in Birmingham, Alabama",Michael Ansley,Small Forward,Right,225lb
anstech01,1-Jan-75,"Melbourne, Australia",0.8,41.3,13.8,75.5,155,13.2,5.2,3.4,2.8,41.6,,18th overall,1st round,Portland Trail Blazers,1997,Jul-00,"Catholic Regional College in Melbourne, Australia",Chris Anstey,Center,Right,249lb
antetgi01,6-Dec-94,"Athens, Greece",4.1,52.1,27.7,74.2,465,21.9,18.8,8.3,53.2,53.9,,15th overall,1st round,Milwaukee Bucks,2013,11-Jun,,Giannis Antetokounmpo,Point Guard and Power Forward and Small Forward and Shooting Guard,Right,242lb
antetko01,20-Nov-97,"Athens, Greece",0,0,-,50,2,-0.9,1,0.5,-0.1,0,University of Dayton,60th overall,2nd round,Philadelphia 76ers,2018,10-Jun,"Dominican HS in Whitefish Bay, Wisconsin",Kostas Antetokounmpo,Power Forward,Right,200lb
antetth01,17-Jul-92,"Athens, Greece",0,75,0,-,2,32.9,3,0.5,0,75,,51st overall,2nd round,New York Knicks,2014,7-Jun,,Thanasis Antetokounmpo,Small Forward,Right,205lb
anthoca01,29-May-84,"Brooklyn, New York",3,44.9,34.7,81.1,1064,20.3,24,6.5,101,48.2,Syracuse University,3rd overall,1st round,Denver Nuggets,2003,8-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Carmelo Anthony,Small Forward and Power Forward,Right,240lb
anthogr01,15-Nov-67,"Las Vegas, Nevada",4,40.3,34.9,73.3,757,14.5,7.3,1.9,35.9,46.7,"University of Portland, University of Nevada, Las Vegas",12th overall,1st round,New York Knicks,1991,Jun-00,"Rancho in North Las Vegas, Nevada",Greg Anthony,Point Guard,Left,176lb
anthojo01,9-Aug-82,"Montreal, Canada",0.2,51.3,-,66.2,490,9.7,2.2,2.8,15.3,51.3,"University of Nevada, Las Vegas",,,,,9-Jun,"Dawson College in Montreal, Canada",Joel Anthony,Power Forward and Center,Left,245lb
anticpe01,29-Jul-82,"Skopje, FYR Macedonia",0.9,39.2,31.4,73,113,10.6,6.3,3.5,3,48.3,,,,,,11-Jun,,Pero Antic,Center,Right,260lb
anunoog01,17-Jul-97,"London, United Kingdom",0.7,46.1,35.1,60.5,141,9.9,6.4,2.7,5,55.5,Indiana University,23rd overall,1st round,Toronto Raptors,2017,8-Jun,"Jefferson City in Jefferson City, Missouri",OG Anunoby,Small Forward,Right,232lb
applike01,13-Feb-92,"Detroit, Michigan",0.2,25,0,100,5,-4.8,1.2,0.2,-0.1,25,Michigan State University,,,,,1-Jun,"Pershing in Detroit, Michigan",Keith Appling,Point Guard,Right,185lb
araujra01,12-Aug-80,"Curitiba, Brazil",0.3,40.5,25,67.9,139,6.3,2.8,2.8,-0.4,40.6,Brigham Young University,8th overall,1st round,Toronto Raptors,2004,11-Jun,"Padre Anacleto in Sao Paulo, Brazil",Rafael Araujo,Center,Right,280lb
arcenst01,17-Feb-36,,0.6,39.3,,46.2,7,10.4,7.1,4.6,-0.1,,Iowa State University,,,,,4-Jun,"Taft in New York, New York",Stacey Arceneaux,Forward,Right,210lb
archiro01,29-Mar-80,"Paisley, United Kingdom",0.4,28.3,-,42.9,44,4.9,1.2,1.6,0,28.3,University of Illinois at Urbana-Champaign,32nd overall,2nd round,Memphis Grizzlies,2002,11-Jun,"Lafayette in Ballwin, Missouri",Robert Archibald,Center and Power Forward,Right,250lb
architi01,2-Sep-48,"New York, New York",7.4,46.7,22.4,81,876,18,18.8,2.3,83.4,46.8,University of Texas at El Paso,19th overall,2nd round,Cincinnati Royals,1970,1-Jun,"DeWitt Clinton in Bronx, New York",Tiny Archibald,Point Guard,Left,150lb
arcidry01,26-Mar-94,"Langhorne, Pennsylvania",2.9,44.4,36.3,87,105,11,5.6,2.3,4,54.2,Villanova University,,,,,3-Jun,"Neshaminy in Langhorne, Pennsylvania",Ryan Arcidiacono,Point Guard,Right,200lb
ardji01,19-Sep-48,"Harvey, Illinois",0.6,40.2,23.5,66.2,431,10.6,4.4,4.3,4,40.3,University of Cincinnati,6th overall,1st round,Seattle SuperSonics,1970,8-Jun,"Thornton Township in Harvey, Illinois",Jim Ard,Center,Right,215lb
arenagi01,6-Jan-82,"Tampa, Florida",5.3,42.1,35.1,80.3,552,19.6,20.7,3.9,51.3,48.2,University of Arizona,31st overall,2nd round,Golden State Warriors,2001,3-Jun,"Grant in Van Nuys, California",Gilbert Arenas,Point Guard,Right,191lb
arizatr01,30-Jun-85,"Miami, Florida",2.2,42.2,35.1,72.8,1011,13.3,10.7,4.8,60,50.2,"University of California, Los Angeles",43rd overall,2nd round,New York Knicks,2004,8-Jun,"Westchester in Los Angeles, California",Trevor Ariza,Small Forward and Shooting Guard,Right,215lb
arizipa01,9-Apr-28,"Philadelphia, Pennsylvania",2.3,42.1,,81,713,19.7,22.8,8.6,108.8,,Villanova University,,1950 NBA Draft,Philadelphia Warriors,,4-Jun,"La Salle College in Philadelphia, Pennsylvania",Paul Arizin,Small Forward,Right,190lb
arlaujo01,20-Jul-65,"Rochester, New York",0.9,32.6,-,75,9,7.9,3.8,1.4,-0.1,32.6,Niagara University,74th overall,4th round,Sacramento Kings,1987,9-Jun,"Jefferson in Rochester, New York",Joe Arlauckas,Small Forward,Right,230lb
armstbj01,9-Sep-67,"Detroit, Michigan",3.3,47.7,42.5,85.6,747,14.5,9.8,1.8,45,51.3,University of Iowa,18th overall,1st round,Chicago Bulls,1989,2-Jun,"Brother Rice in Birmingham, Michigan",B.J. Armstrong,Point Guard,Right,175lb
armstbo01,17-Jun-33,"Detroit, Michigan",0.2,29.7,,50,19,7.8,1.5,2.1,-0.1,,Michigan State University,,1955 NBA Draf,Rochester Royals,,8-Jun,,Bob Armstrong,Center/Forward,Right,220lb
armstbr01,16-Jun-80,"San Francisco, California",0.2,35.2,33.3,60,108,4.9,2.2,0.6,-0.6,39.5,Pepperdine University,23rd overall,1st round,Houston Rockets,2001,5-Jun,"Vallejo in Vallejo, California",Brandon Armstrong,Shooting Guard,Left,188lb
armstcu01,1-Nov-18,,2.3,29.5,,69.2,153,-,6.8,2.3,7.1,,Indiana University,,,,,11-May,"Central in Fort Wayne, Indiana",Curly Armstrong,Guard/Forward,Right,170lb
armstda01,22-Jun-68,"Gastonia, North Carolina",4,40.9,33.4,87.1,840,16.3,9.2,2.7,49.8,48,Fayetteville State University,,,,,Jun-00,"Ashbrook in Gastonia, North Carolina",Darrell Armstrong,Point Guard,Right,170lb
armsthi01,11-Nov-84,"Peekskill, New York",0.3,50.1,28.6,58.2,292,9.9,3,2.6,3.9,50.2,University of Connecticut,12th overall,1st round,New Orleans/Oklahoma City Hornets,2006,11-Jun,"Peekskill in Peekskill, New York",Hilton Armstrong,Center and Power Forward,Right,235lb
armstta01,5-Oct-55,"Moultrie, Georgia",1.1,45.4,,80,92,9.9,3.8,1,0.3,,Duke University,13th overall,1st round,Chicago Bulls,1977,3-Jun,"Spring Woods in Houston, Texas",Tate Armstrong,Shooting Guard,Right,175lb
arnelje01,30-Dec-33,"New Rochelle, New York",0.6,31.7,,62.3,31,12.6,4.7,5.5,0,,Pennsylvania State University,13th overall,2nd round,Fort Wayne Pistons,1955,5-Jun,"New Rochelle in New Rochelle, New York",Jesse Arnelle,Power Forward,Right,220lb
arnetja01,19-Dec-38,"Austin, Texas",1.2,36.5,,76,114,7.7,3.7,1,0.1,,University of Texas at Austin,9th overall,2nd round,Cincinnati Royals,1960,2-Jun,"McCallum in Austin, Texas",Jay Arnette,Point Guard and Shooting Guard,Right,175lb
arnzebo01,3-Nov-47,"Covington, Kentucky",0.3,46.5,20,80,111,13.6,4,2,1.4,46.6,University of Notre Dame,103rd overall,8th round,Detroit Pistons,1969,5-Jun,"Saint Xavier in Cincinnati, Ohio",Bob Arnzen,Small Forward,Right,205lb
arroyca01,30-Jul-79,"Fajardo, Puerto Rico",3.1,43.8,33.8,80.6,569,13.4,6.6,1.7,20.1,45.9,Florida International University,,,,,2-Jun,"Colegio Santiago Apostol in Fajardo, Puerto Rico",Carlos Arroyo,Shooting Guard and Point Guard,Right,202lb
arthuda01,25-Mar-88,"Dallas, Texas",0.8,44.4,35.2,76.5,503,12.2,6.5,3.5,12.3,47,University of Kansas,27th overall,1st round,New Orleans Hornets,2008,9-Jun,"South Oak Cliff in Dallas, Texas",Darrell Arthur,Small Forward and Power Forward,Right,235lb
arthujo01,15-Aug-47,,1.5,34.3,,73.3,11,11.3,3.2,1.3,0,,Tulane University,73rd overall,6th round,Milwaukee Bucks,1969,4-Jun,"De La Salle in New Orleans, Louisiana",John Arthurs,Guard,Right,185lb
artisja01,12-Jan-93,"Baltimore, Maryland",1.2,39.2,27.6,58.3,15,6.9,5.1,2.5,0,44.3,University of Pittsburgh,,,,,7-Jun,"Notre Dame Prep in Fitchburg, Massachusetts",Jamel Artis,Shooting Guard,Right,213lb
asikom01,4-Jul-86,"Bursa, Turkey",0.6,52.8,0,55.1,471,13.4,5.3,7.1,20.9,52.8,,36th overall,2nd round,Portland Trail Blazers,2008,Jul-00,,Omer Asik,Center,Right,255lb
askewvi01,28-Feb-66,"Memphis, Tennessee",2.2,47.9,30,75.4,467,12.6,7.1,2.5,22.1,49.4,University of Memphis,39th overall,2nd round,Philadelphia 76ers,1987,6-Jun,"Frayser in Memphis, Tennessee",Vincent Askew,Shooting Guard,Right,210lb
askinke01,15-Dec-67,"Athens, Alabama",0.8,40.1,35.5,71.7,486,9.2,3.8,2.9,14.5,48.3,University of Alabama,,,,,7-Jun,"Athens in Athens, Alabama",Keith Askins,Small Forward,Right,197lb
asmondo01,15-Feb-28,"West Mifflin, Pennsylvania",0.7,13.3,,100,7,-7.5,0.7,0.1,-0.3,,Alliance College,,,,,2-Jun,"Homestead in Homestead, Pennsylvania",Don Asmonga,Guard,Right,185lb
athadi01,21-Sep-31,"Otterbein, Indiana",1.2,39.3,,79.5,43,10.5,3.2,1.5,0.6,,Indiana State University,,1953 NBA Draf,New York Knicks,,2-Jun,"Otterbein in Otterbein, Indiana",Dick Atha,Shooting Guard,Right,190lb
atkinch01,14-Aug-74,"Orlando, Florida",3.4,41.2,36.4,77.2,696,13.1,9.9,1.7,27.9,48.9,University of South Florida,,,,,11-May,"Evans in Orlando, Florida",Chucky Atkins,Point Guard and Shooting Guard,Right,160lb
attleal01,7-Nov-36,"Newark, New Jersey",3.5,45.1,,63.2,711,11.3,8.9,3.5,36.5,,North Carolina Agricultural and Technical State University,39th overall,5th round,Philadelphia Warriors,1960,Jun-00,"Weequahic in Newark, New Jersey",Al Attles,Point Guard,Right,175lb
aubucch01,18-May-16,"Gary, Indiana",0.7,25.3,,54.3,30,-,2.2,-,1.2,,Michigan State University,,,,,10-May,"Horace Mann in Gary, Indiana",Chet Aubuchon,Guard,Right,137lb
augmost01,1-Aug-68,"Pasadena, California",1.6,46.9,15.2,72.8,1001,13.7,8,3.2,43.8,47,"University of Nevada, Las Vegas",9th overall,1st round,Atlanta Hawks,1991,8-Jun,"John Muir in Pasadena, California",Stacey Augmon,Small Forward and Shooting Guard,Left,205lb
augusdj01,10-Nov-87,"New Orleans, Louisiana",4,41.3,38.1,86.3,807,14.2,9.8,1.9,41.9,49.7,University of Texas at Austin,9th overall,1st round,Charlotte Bobcats,2008,Jun-00,"Hightower in Missouri City, Texas",D.J. Augustin,Point Guard,Right,183lb
augusja01,27-Feb-84,"Midlothian, Illinois",0.1,51.4,-,50,27,11.1,1.6,1.2,0.3,51.4,University of Illinois at Urbana-Champaign,41st overall,2nd round,Orlando Magic,2006,10-Jun,"Lincoln-Way Central in Mokena, Illinois",James Augustine,Power Forward,Left,235lb
austiis01,18-Aug-69,"Gridley, California",1.2,44.6,17.6,67,432,13,7.6,4.7,9.2,44.8,Arizona State University,48th overall,2nd round,Utah Jazz,1991,10-Jun,"Las Plumas in Oroville, California",Isaac Austin,Center,Right,255lb
austijo01,31-Aug-44,"Washington, District of Columbia",1.4,37.5,0,73.1,45,9.3,7.6,1.6,0.9,37.5,Boston College,38th overall,4th round,Boston Celtics,1966,Jun-00,"DeMatha Catholic in Hyattsville, Maryland",Johnny Austin,Shooting Guard,Right,170lb
austike01,15-Jul-61,"Los Angeles, California",0.1,46.2,-,-,7,5.6,1.7,0.4,0,46.2,Rice University,101st overall,5th round,Detroit Pistons,1983,9-Jun,"Verbum Dei in Los Angeles, California",Ken Austin,Small Forward,Right,205lb
aventan01,18-Oct-69,"Rocky Mount, North Carolina",0.8,40.3,0,68.6,352,8.8,5.6,4.5,0.3,40.3,Seton Hall University,15th overall,1st round,Atlanta Hawks,1991,9-Jun,"Malcolm X Shabazz in Newark, New Jersey",Anthony Avent,Power Forward,Right,235lb
averibi01,22-Jul-52,"Hopkinsville, Kentucky",2.9,40.5,24.9,74.3,366,12.5,12.1,1.9,3.9,41.2,Pepperdine University,,,,,1-Jun,"Hopkinsville in Hopkinsville, Kentucky",Bird Averitt,Shooting Guard,Left,170lb
averywi01,8-Aug-79,"Augusta, Georgia",1.4,33,25.5,71.4,142,7.3,2.7,0.7,-0.9,37.8,Duke University,14th overall,1st round,Minnesota Timberwolves,1999,2-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",William Avery,Point Guard,Right,197lb
awtrede01,22-Feb-48,"Hollywood, California",2,45.9,-,65.2,733,10.5,4.8,4.6,22.4,45.9,Santa Clara University,46th overall,3rd round,Philadelphia 76ers,1970,10-Jun,"Blackford in San Jose, California",Dennis Awtrey,Center,Right,235lb
ayongu01,1-Apr-85,"Tepic, Mexico",1.3,53.6,0,50.4,135,14.7,4.7,4.4,5.1,53.6,,,,,,10-Jun,,Gustavo Ayon,Center and Power Forward,Right,250lb
pendeje02,29-Apr-87,"Ontario, California",0.4,55.3,40,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,31st overall,2nd round,Sacramento Kings,2009,9-Jun,"Etiwanda in Rancho Cucamonga, California",Jeff Ayres,Center and Power Forward,Right,240lb
aytonde01,23-Jul-98,"Nassau, Bahamas",1.8,58.5,0,74.6,71,20.5,16.3,10.3,5.8,58.5,University of Arizona,1st overall,1st round,Phoenix Suns,2018,1-Jul,"Hillcrest Prep Academy in Phoenix, Arizona",Deandre Ayton,Center,Right,250lb
azubuke01,16-Dec-83,"London, United Kingdom",1.1,45.9,40.9,77,208,14.3,10.5,4,9.3,51.9,University of Kentucky,,,,,5-Jun,"Victory Christian in Tulsa, Oklahoma",Kelenna Azubuike,Shooting Guard and Small Forward,Right,220lb
babbch01,14-Feb-90,"Arlington, Texas",0.2,26.7,22.2,-,14,3.7,1.6,1.2,0,36.7,"Pennsylvania State University, Iowa State University",,,,,5-Jun,"The Oakridge School in Arlington, Texas",Chris Babb,Shooting Guard,Right,225lb
babbilu01,20-Jun-89,"Cincinnati, Ohio",0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",16th overall,1st round,Minnesota Timberwolves,2010,9-Jun,"Galena in Reno, Nevada",Luke Babbitt,Small Forward and Power Forward,Left,225lb
babicmi01,23-Nov-68,"Kraljevo, Serbia",0.5,37.5,-,65,21,10.9,1.8,1,-0.1,37.5,Tennessee Technological University,50th overall,2nd round,Phoenix Suns,1990,Jul-00,"Kraljevo in Kraljevo, Serbia",Milos Babic,Center and Power Forward,Right,240lb
bachjo01,10-Jul-24,"Brooklyn, New York",0.7,28.6,,68,34,-,3.5,-,0.8,,Fordham University,,1948 BAA Draf,Boston Celtics,,2-Jun,"St. John's Preparatory School in Brooklyn, New York",Johnny Bach,Forward/Guard,Right,180lb
bacondw01,30-Aug-95,"Lakeland, Florida",0.9,43.2,37.7,76.1,96,8.8,5.1,2.2,1.1,48.7,Florida State University,40th overall,2nd round,New Orleans Pelicans,2017,7-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Dwayne Bacon,Shooting Guard,Right,221lb
baconhe01,5-Jul-48,"Louisville, Kentucky",0.8,36.6,20,60.3,47,4.3,3.5,1.7,-0.1,37.2,University of Louisville,93rd overall,6th round,Golden State Warriors,1972,3-Jun,"Male in Louisville, Kentucky",Henry Bacon,Shooting Guard,Right,205lb
baechji01,9-Dec-27,"McKeesport, Pennsylvania",2.1,38.8,,78.3,321,13.1,9.7,3.1,14.8,,Eastern Kentucky University,2nd overall,1st round,Baltimore Bullets,1952,4-Jun,"Moon in Coraopolis, Pennsylvania",Jim Baechtold,Small Forward,Right,205lb
bagarda01,7-Feb-80,"Munich, Germany",0.4,36.1,0,55.9,95,7,2.6,2.5,-0.9,36.1,,24th overall,1st round,Chicago Bulls,2000,1-Jul,,Dalibor Bagaric,Center,Right,255lb
baglejo01,23-Apr-60,"Bridgeport, Connecticut",6,43.7,24.1,77.9,665,13,8.7,2.6,16.6,44.8,Boston College,12th overall,1st round,Cleveland Cavaliers,1982,Jun-00,"Warren Harding in Bridgeport, Connecticut",John Bagley,Point Guard,Right,185lb
baglema01,14-Mar-99,"Tempe, Arizona",1,50.4,31.3,69.1,62,18.9,14.9,7.6,3.6,52.5,Duke University,2nd overall,1st round,Sacramento Kings,2018,11-Jun,"Sierra Canyon in Chatsworth, California",Marvin Bagley III,Power Forward,Left,234lb
baileca01,23-Apr-58,"Birmingham, Alabama",0,100,-,-,1,-6.8,2,0,0,100,Tuskegee University,66th overall,3rd round,Seattle SuperSonics,1980,Jul-00,"Jackson-Olin in Birmingham, Alabama",Carl Bailey,Center,Right,210lb
bailegu01,18-Feb-51,"Gibson, North Carolina",1.1,40.6,100,51,147,11.3,2.6,1.7,0.8,40.8,University of Texas at El Paso,23rd overall,2nd round,Houston Rockets,1974,5-Jun,"Burgess in El Paso, Texas",Gus Bailey,Shooting Guard,Right,185lb
baileja01,21-May-57,"Dublin, Georgia",0.8,48.4,7.7,70.3,595,13,8.8,5,16.3,48.4,Rutgers University,6th overall,1st round,Seattle SuperSonics,1979,9-Jun,"Xaverian in Westwood, Massachusetts",James Bailey,Power Forward,Right,220lb
baileth01,7-Apr-61,"Washington, District of Columbia",1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45,47.3,North Carolina State University,7th overall,1st round,Utah Jazz,1983,11-Jun,"Bladensburg in Bladensburg, Maryland",Thurl Bailey,Power Forward and Small Forward,Right,215lb
baileto01,19-Nov-75,"Los Angeles, California",0.6,40.7,20,69.2,73,11,3.3,1.7,1,41.4,"University of California, Los Angeles",45th overall,2nd round,Los Angeles Lakers,1998,6-Jun,"Loyola in Los Angeles, California",Toby Bailey,Shooting Guard,Right,213lb
bairsca01,7-Dec-90,"Brisbane, Australia",0.2,29.6,20,84.6,36,5,1.2,1,-0.1,30.6,University of New Mexico,49th overall,2nd round,Chicago Bulls,2014,9-Jun,"Australian Institute of Sport in Canberra, Australia",Cameron Bairstow,Center and Power Forward,Right,250lb
bakerji01,25-Dec-53,"Philadelphia, Pennsylvania",0.8,20,-,0,5,-3.2,1.2,2.8,-0.2,20,University of Hawaii,39th overall,3rd round,Philadelphia 76ers,1975,9-Jun,"Olney in Philadelphia, Pennsylvania",Jimmie Baker,Power Forward,Right,220lb
bakerla01,11-Nov-69,"Dayton, Ohio",0,0,-,-,1,-46.6,0,0,-0.1,0,Ohio State University,,,,,1-Jun,"Paul Laurence Dunbar in Dayton, Ohio",LaMark Baker,Point Guard,Right,175lb
bakerma01,28-Jul-79,"Granite City, Illinois",0.2,0,-,-,5,-0.2,0,0.4,0,0,Oklahoma State University,,,,,1-Jun,"Madison in Madison, Illinois",Maurice Baker,Point Guard,Right,175lb
bakerno01,17-Feb-23,Canada,0,0,,-,4,-,0,-,0,,,,,,,Jun-00,,Norm Baker,Guard,Right,180lb
bakerro01,30-Mar-93,"Hays, Kansas",1.8,35.8,26.5,70.7,96,7.4,3.1,1.4,0.2,41.7,Wichita State University,,,,,4-Jun,"Scott City in Scott City, Kansas",Ron Baker,Shooting Guard,Right,220lb
bakervi01,23-Nov-71,"Lake Wales, Florida",1.9,48.5,21.5,63.8,791,16.3,15,7.4,47,48.7,University of Hartford,8th overall,1st round,Milwaukee Bucks,1993,11-Jun,"Old Saybrook in Old Saybrook, Connecticut",Vin Baker,Power Forward and Center,Right,232lb
baldwwa01,29-Mar-96,"Belle Mead, New Jersey",1.4,35.5,25,77.6,56,7.1,3.1,1.2,-0.3,38.2,Vanderbilt University,17th overall,1st round,Memphis Grizzlies,2016,4-Jun,"St. Joseph in Metuchen, New Jersey",Wade Baldwin,Point Guard,Right,200lb
balkmre01,14-Jul-84,"Staten Island, New York",0.6,51,17.2,54.2,221,14.3,4,3.5,7.2,51.8,University of South Carolina,20th overall,1st round,New York Knicks,2006,8-Jun,"Laurinburg Institute in Laurinburg, North Carolina",Renaldo Balkman,Small Forward and Power Forward,Right,208lb
ballce01,16-Apr-68,"Worcester, Massachusetts",0,37.5,-,100,7,10.8,1.1,1.6,0,37.5,University of North Carolina at Charlotte,,,,,8-Jun,"South in Worcester, Massachusetts",Cedric Ball,Power Forward,Right,210lb
balllo01,27-Oct-97,"Anaheim, California",6.4,38,31.5,43.7,99,12.2,10,6.2,3.5,46.1,"University of California, Los Angeles",2nd overall,1st round,Los Angeles Lakers,2017,6-Jun,"Chino Hills in Chino Hills, California",Lonzo Ball,Point Guard,Right,190lb
ballagr01,29-Jan-55,"Los Angeles, California",2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54,47.7,University of Oregon,4th overall,1st round,Washington Bullets,1977,7-Jun,"Garey in Pomona, California",Greg Ballard,Small Forward,Right,215lb
baltihe01,21-Jun-21,"Duryea, Pennsylvania",0.3,20.2,,46.4,58,-,2.4,-,0.3,,Pennsylvania State University,,,,,4-Jun,"New Castle in New Castle, Pennsylvania",Herschel Baltimore,Forward,Right,195lb
bambamo01,12-May-98,"Harlem, New York",0.8,48.1,30,58.7,47,14.9,6.2,5,1.7,52.5,University of Texas at Austin,6th overall,1st round,Orlando Magic,2018,Jul-00,"Westtown School in West Chester, Pennsylvania",Mohamed Bamba,Center,Right,221lb
banksge01,15-May-59,"Philadelphia, Pennsylvania",2.9,53.9,4.3,73,468,15.1,11.3,5.8,31.2,53.9,Duke University,28th overall,2nd round,San Antonio Spurs,1981,7-Jun,"West Philadelphia in Philadelphia, Pennsylvania",Gene Banks,Small Forward and Power Forward,Right,215lb
banksma01,19-Nov-81,"Las Vegas, Nevada",2.1,43.2,32.7,76.8,348,12.2,5.9,1.5,6.6,46.9,"University of Nevada, Las Vegas",13th overall,1st round,Memphis Grizzlies,2003,2-Jun,"Cimarron Memorial in Las Vegas, Nevada",Marcus Banks,Point Guard,Right,200lb
bankswa01,26-Aug-47,,0.5,50,-,41.2,16,6.4,2.6,3.1,0.2,50,Western Kentucky University,153rd overall,9th round,New York Knicks,1970,10-Jun,,Walker Banks,Center,Right,205lb
bannike01,1-Apr-60,"Baltimore, Maryland",0.4,48.8,0,49.2,253,8.9,5.9,3.5,0.6,48.8,"Indiana State University, Saint Augustine's College",156th overall,7th round,New York Knicks,1984,9-Jun,"Southwestern in Baltimore, Maryland",Ken Bannister,Power Forward,Right,235lb
bantomi01,3-Dec-51,"Philadelphia, Pennsylvania",2.3,46.8,20,69.2,706,14.3,12.1,6.4,34.8,46.8,Saint Joseph's University,8th overall,1st round,Phoenix Suns,1973,9-Jun,"Roman Catholic in Philadelphia, Pennsylvania",Mike Bantom,Small Forward and Power Forward,Right,200lb
